embedding_model,reranker_scenario,reranker_description,question_id,question,correct_answer,model_answer,is_correct,bleu,f1,response_time,error_message
AraBERT_Large,ara_reranker,ARA-Reranker V1,19,حكم التيمم عند عدم وجود الماء:,ب, ب: جائز بإجماع العلماء ,True,0.011199617145528714,1.0,4.307110786437988,
AraBERT_Large,ara_reranker,ARA-Reranker V1,20,حكم المسح على الخفين:,ب, ب: جائز بإجماع العلماء ,True,0.011199617145528714,1.0,4.102252721786499,
AraBERT_Large,ara_reranker,ARA-Reranker V1,21,حكم الصلاة على الميت:,ب, ب: فرض كفاية بإجماع العلماء ,True,0.009565665109256835,1.0,3.993302345275879,
AraBERT_Large,ara_reranker,ARA-Reranker V1,22,حكم سجود السهو:,ب, ب: واجب عند جمهور العلماء ,True,0.01015265650850611,1.0,5.653932809829712,
AraBERT_Large,ara_reranker,ARA-Reranker V1,23,حكم صلاة الجمعة على الرجال:,ب, ب: فرض عين بإجماع العلماء ,True,0.01015265650850611,1.0,3.731522798538208,
AraBERT_Large,ara_reranker,ARA-Reranker V1,24,حكم صلاة العيدين:,ب, ج: فرض كفاية ,False,0.0,0.0,3.866853952407837,
AraBERT_Large,ara_reranker,ARA-Reranker V1,25,حكم العمرة في العمر:,ب, ب: واجبة مرة واحدة بإجماع العلماء ,True,0.008176856499690712,1.0,4.512271881103516,
AraBERT_Large,ara_reranker,ARA-Reranker V1,26,حكم صلاة التراويح:,ب, ب: سنة مؤكدة بإجماع العلماء ,True,0.009565665109256835,1.0,3.970104217529297,
AraBERT_Large,ara_reranker,ARA-Reranker V1,27,حكم البيع بشرط الخيار:,ب, ب: جائز بإجماع العلماء ,True,0.011199617145528714,1.0,3.454235076904297,
AraBERT_Large,ara_reranker,ARA-Reranker V1,28,حكم بيع الذهب بالذهب متفاضلاً (مع زيادة):,ب, ب: محرم بإجماع العلماء ,True,0.011199617145528714,1.0,4.520265817642212,
AraBERT_Large,ara_reranker,ARA-Reranker V1,29,حكم بيع الفضة بالفضة متفاضلاً:,ب, ب: محرم بإجماع العلماء ,True,0.011199617145528714,1.0,3.6272833347320557,
AraBERT_Large,ara_reranker,ARA-Reranker V1,30,حكم بيع الطعام بالطعام متفاضلاً:,ب, ب: محرم بإجماع العلماء ,True,0.011199617145528714,1.0,4.269428491592407,
AraBERT_Large,ara_reranker,ARA-Reranker V1,31,حكم بيع العربون:,ب, ب: جائز عند جمهور العلماء ,True,0.01015265650850611,1.0,2.994124174118042,
AraBERT_Large,ara_reranker,ARA-Reranker V1,32,حكم الشفعة في العقار:,ب, ب: ثابتة بإجماع العلماء ,True,0.010825057921671676,1.0,3.4006311893463135,
AraBERT_Large,ara_reranker,ARA-Reranker V1,33,حكم الوقف في الإسلام:,ب, ب: جائز ومستحب بإجماع العلماء ,True,0.009048295247234425,1.0,3.8001322746276855,
AraBERT_Large,ara_reranker,ARA-Reranker V1,34,حكم الهبة:,ب, ب: جائزة ومستحبة بإجماع العلماء ,True,0.008588486560503192,1.0,3.9093093872070312,
AraBERT_Large,ara_reranker,ARA-Reranker V1,35,حكم العارية:,ب, ب: جائزة بإجماع العلماء ,True,0.010825057921671676,1.0,4.4656946659088135,
AraBERT_Large,ara_reranker,ARA-Reranker V1,36,حكم إعارة السلاح في الفتنة:,ب, ب: محرمة بإجماع العلماء ,True,0.010825057921671676,1.0,4.335494518280029,
AraBERT_Large,ara_reranker,ARA-Reranker V1,37,حكم الوديعة (حفظ المال):,ب, ب: جائزة وواجبة عند الجمهور ,True,0.009565665109256835,1.0,4.64085841178894,
AraBERT_Large,ara_reranker,ARA-Reranker V1,38,حكم الوكالة:,ب, ب: جائزة بإجماع العلماء ,True,0.010825057921671676,1.0,3.747152090072632,
AraBERT_Large,ara_reranker,ARA-Reranker V1,39,حكم المضاربة (شركة بين مال وعمل):,ب, ب: جائزة بإجماع العلماء ,True,0.010825057921671676,1.0,4.500930309295654,
AraBERT_Large,ara_reranker,ARA-Reranker V1,40,حكم المساقاة (شركة بين شجر وعمل):,ب, ب: جائزة بإجماع العلماء ,True,0.010825057921671676,1.0,3.6040830612182617,
AraBERT_Large,ara_reranker,ARA-Reranker V1,41,حكم المزارعة (شركة بين أرض وعمل):,ب, ب: جائزة بإجماع العلماء ,True,0.010825057921671676,1.0,4.059841156005859,
AraBERT_Large,ara_reranker,ARA-Reranker V1,42,حكم الصلح بين الخصوم:,ب, ب: جائز ومستحب بإجماع العلماء ,True,0.009048295247234425,1.0,3.920908212661743,
AraBERT_Large,ara_reranker,ARA-Reranker V1,43,حكم الإبراء من الدين:,ب, ب: جائز بإجماع العلماء ,True,0.011199617145528714,1.0,4.268134593963623,
AraBERT_Large,ara_reranker,ARA-Reranker V1,44,حكم إجارة العين لمالكها:,ب, ب: جائزة عند جمهور العلماء ,True,0.009849574084214482,1.0,4.289079904556274,
AraBERT_Large,ara_reranker,ARA-Reranker V1,45,حكم الإجارة على الأعمال المحرمة:,ب, ب: باطلة ومحرمة بإجماع العلماء ,True,0.008811835296733616,1.0,3.2268550395965576,
AraBERT_Large,ara_reranker,ARA-Reranker V1,46,حكم إجارة الرجل لامرأة أجنبية للإرضاع:,ب, أ: محرمة بإجماع العلماء ,False,0.010825057921671676,0.0,4.323383569717407,
AraBERT_Large,ara_reranker,ARA-Reranker V1,47,حكم الجعالة (جعل أجرة على عمل مجهول):,ب, ب: جائزة بإجماع العلماء ,True,0.010825057921671676,1.0,4.784489870071411,
AraBERT_Large,ara_reranker,ARA-Reranker V1,48,حكم السبق (الجائزة) في المسابقات:,ب, ب: جائز في الخيل والإبل والسهام بإجماع العلماء ,True,0.006277466950757328,1.0,4.75740122795105,
AraBERT_Large,ara_reranker,ARA-Reranker V1,49,حكم الرهن:,ب, ب: جائز بإجماع العلماء ,True,0.011199617145528714,1.0,3.617870569229126,
AraBERT_Large,ara_reranker,ARA-Reranker V1,50,حكم الكفالة والضمان:,ب, ب: الكفالة والضمان جائزان بإجماع العلماء ,True,0.00702083472657119,1.0,4.5357043743133545,
AraBERT_Large,ara_reranker,ARA-Reranker V1,51,حكم الحوالة:,ب, ب: الحوالة جائزة بإجماع العلماء ,True,0.008588486560503192,1.0,3.9634907245635986,
AraBERT_Large,ara_reranker,ARA-Reranker V1,52,حكم الأيمان:,ب, ب: الأيمان جائزة بالله وصفاته ,True,0.009048295247234425,1.0,4.143380880355835,
AraBERT_Large,ara_reranker,ARA-Reranker V1,53,حكم الصيد بالكلب المعلم:,ب, ب: الصيد بالكلب المعلم جائز بإجماع العلماء ,True,0.0067525623389387635,1.0,4.708474397659302,
AraBERT_Large,ara_reranker,ARA-Reranker V1,54,حكم الذبائح:,ب, ب: الذبائح حلال بإجماع المسلمين ما لم تذبح لغير الله ,True,0.0056860862169080505,1.0,4.0142457485198975,
AraBERT_Large,ara_reranker,ARA-Reranker V1,55,حكم الصيد بالجوارح (غير الكلب):,ب, ب: الصيد بالجوارح (غير الكلب) جائز بإجماع العلماء ,True,0.005965939103175657,1.0,4.8583152294158936,
AraBERT_Large,ara_reranker,ARA-Reranker V1,56,حكم الأضحية:,ب, ج: الأضحية فرض كفاية ,False,0.0,0.0,3.8899333477020264,
AraBERT_Large,ara_reranker,ARA-Reranker V1,57,حكم العقيقة عن المولود:,ب, ب: العقيقة سنة مؤكدة بإجماع العلماء ,True,0.007805988703535686,1.0,3.882941722869873,
AraBERT_Large,ara_reranker,ARA-Reranker V1,58,حكم الجهاد في سبيل الله:,ب, ب: الجهاد فرض كفاية بإجماع العلماء ,True,0.007986728673290205,1.0,4.229102611541748,
AraBERT_Large,ara_reranker,ARA-Reranker V1,59,حكم قتال المرتد:,ب, ب: قتال المرتد واجب بإجماع العلماء ,True,0.007986728673290205,1.0,4.7474119663238525,
AraBERT_Large,ara_reranker,ARA-Reranker V1,60,حكم قتال البغاة:,ب, ب: قتال البغاة واجب بإجماع العلماء ,True,0.007986728673290205,1.0,3.2949767112731934,
AraBERT_Large,ara_reranker,ARA-Reranker V1,61,حكم قتال أهل الذمة:,ب, ب: قتال أهل الذمة محرم بإجماع العلماء ما لم ينقضوا العهد ,True,0.005354194904142114,1.0,4.61255407333374,
AraBERT_Large,ara_reranker,ARA-Reranker V1,62,حكم الجزية:,ب, ب: الجزية واجبة على أهل الكتاب بإجماع العلماء ,True,0.006389329974674238,1.0,3.751676082611084,
AraBERT_Large,ara_reranker,ARA-Reranker V1,63,حكم الرق (العبودية):,ب, ب: الرق مشروع في بعض الحالات وبشروط بإجماع العلماء ,True,0.005869389976559867,1.0,4.32217264175415,
AraBERT_Large,ara_reranker,ARA-Reranker V1,64,حكم العتق:,ب, ب: العتق مستحب بإجماع المسلمين ,True,0.008811835296733616,1.0,4.319548845291138,
AraBERT_Large,ara_reranker,ARA-Reranker V1,65,حكم الولاء:,ب, ب: الولاء للمسلم على المسلم واجب بإجماع العلماء ,True,0.00616976802746866,1.0,3.3195724487304688,
AraBERT_Large,ara_reranker,ARA-Reranker V1,66,حكم شهادة الزور:,ب, ب: شهادة الزور محرمة بإجماع المسلمين ,True,0.007633935801913548,1.0,3.5964713096618652,
AraBERT_Large,ara_reranker,ARA-Reranker V1,67,حكم القضاء في الإسلام:,ب, ب: القضاء واجب على الكفاية بإجماع العلماء ,True,0.006883858510498897,1.0,4.478386402130127,
AraBERT_Large,ara_reranker,ARA-Reranker V1,68,حكم المظالم:,ب, ب: المظالم محرمة بإجماع المسلمين ,True,0.008377152169377823,1.0,4.408650159835815,
AraBERT_Large,ara_reranker,ARA-Reranker V1,69,حكم أخذ مال المسلم بغير حق:,ب, ب: أخذ مال المسلم محرم بإجماع المسلمين ,True,0.007313425995364251,1.0,4.832329511642456,
AraBERT_Large,ara_reranker,ARA-Reranker V1,70,حكم المهر في النكاح:,ب, ب: المهر واجب بإجماع العلماء ,True,0.0092991042878441,1.0,4.204041242599487,
AraBERT_Large,ara_reranker,ARA-Reranker V1,71,حكم الصداق (الهبة من الرجل لزوجته):,ب, ب: الصداق جائز ومستحب بإجماع العلماء ,True,0.007633935801913548,1.0,5.444556474685669,
AraBERT_Large,ara_reranker,ARA-Reranker V1,72,حكم الإعسار في الدين:,ب, ب: ينظر المعسر بإجماع العلماء ,True,0.009048295247234425,1.0,4.51404333114624,
AraBERT_Large,ara_reranker,ARA-Reranker V1,73,حكم الإفلاس:,ب, ب: يعلن إفلاسه بإجماع العلماء ,True,0.009048295247234425,1.0,3.558519124984741,
AraBERT_Large,ara_reranker,ARA-Reranker V1,74,حكم التفليس:,ب, الجواب: أ: التفليس محرم بإجماع العلماء ,False,0.007313425995364251,0.0,3.812577247619629,
AraBERT_Large,ara_reranker,ARA-Reranker V1,75,حكم الكفالة:,ب, ب: الكفالة جائزة بإجماع العلماء ,True,0.008588486560503192,1.0,4.538477182388306,
AraBERT_Large,ara_reranker,ARA-Reranker V1,76,حكم الضمان:,ب, ب: الضمان جائز بإجماع العلماء ,True,0.009048295247234425,1.0,3.2102251052856445,
AraBERT_Large,ara_reranker,ARA-Reranker V1,77,حكم الإيلاء (اليمين على عدم قربان الزوجة):,ب, ب: الإيلاء جائز عند جمهور العلماء ,True,0.008176856499690712,1.0,4.676399230957031,
AraBERT_Large,ara_reranker,ARA-Reranker V1,78,حكم الظهار:,ب, ب: الظهار محرم بإجماع العلماء ,True,0.009048295247234425,1.0,4.441771030426025,
AraBERT_Large,ara_reranker,ARA-Reranker V1,79,حكم اللعان:,ب, ب: اللعان مشروع عند التهمة بالزنا ,True,0.008176856499690712,1.0,4.433969497680664,
AraBERT_Large,ara_reranker,ARA-Reranker V1,80,حكم الخلع:,ب, ب: الخلع جائز بإجماع العلماء ,True,0.0092991042878441,1.0,4.311334609985352,
AraBERT_Large,ara_reranker,ARA-Reranker V1,81,حكم الطلاق:,ب, ب: الطلاق جائز بأسبابه وبشروطه بإجماع العلماء ,True,0.006389329974674238,1.0,4.226247549057007,
AraBERT_Large,ara_reranker,ARA-Reranker V1,82,حكم الرجعة بعد الطلاق:,ب, ب: الرجعة جائزة في الطلاق الرجعي بإجماع العلماء ,True,0.00616976802746866,1.0,4.532633543014526,
AraBERT_Large,ara_reranker,ARA-Reranker V1,83,حكم العدة بعد الطلاق:,ب, ب: العدة واجبة بإجماع العلماء ,True,0.009048295247234425,1.0,2.9465115070343018,
AraBERT_Large,ara_reranker,ARA-Reranker V1,84,حكم النفقة بعد الطلاق:,ب, ب: النفقة واجبة في العدة بإجماع العلماء ,True,0.0071638813215387015,1.0,4.30452823638916,
AraBERT_Large,ara_reranker,ARA-Reranker V1,85,حكم الحضانة بعد الطلاق:,ب, ب: الحضانة واجبة بإجماع العلماء ,True,0.008588486560503192,1.0,3.670720338821411,
AraBERT_Large,ara_reranker,ARA-Reranker V1,86,حكم الوصية للوارث:,ب, ب: الوصية للوارث محرمة بإجماع العلماء إلا بإذن باقي الورثة ,True,0.005203424609196104,1.0,4.846976280212402,
AraBERT_Large,ara_reranker,ARA-Reranker V1,87,حكم وجوب صلاة الوتر:,ب, ب: صلاة الوتر سنة مؤكدة عند جمهور العلماء ,True,0.006883858510498897,1.0,3.924875259399414,
AraBERT_Large,ara_reranker,ARA-Reranker V1,88,حكم ذبح غير المسلم للحيوان المأكول:,ب, ب: ذبيحته حرام إلا ذبيحة أهل الكتاب بالشروط المعتبرة عند جمهور العلماء ,True,0.0044608951829991,1.0,5.4726362228393555,
AraBERT_Large,ara_reranker,ARA-Reranker V1,89,حكم من سب الله أو رسوله:,ب, ب: هو كافر مرتد بإجماع العلماء ,True,0.008811835296733616,1.0,5.535280466079712,
AraBERT_Large,ara_reranker,ARA-Reranker V1,90,حكم اللعان بين الزوجين:,ب, ب: اللعان مشروع بإجماع العلماء عند التهمة بالزنا ,True,0.006065997938636506,1.0,4.55937123298645,
AraBERT_Large,ara_reranker,ARA-Reranker V1,91,حكم المباهلة في الدين:,ب, ب: المباهلة جائزة بإجماع العلماء عند الحاجة ,True,0.006626589205134352,1.0,3.8818678855895996,
AraBERT_Large,ara_reranker,ARA-Reranker V1,92,حكم الرضاع المحرم للنكاح:,ب, ب: الرضاع يحرم النكاح بإجماع العلماء ,True,0.007633935801913548,1.0,4.46706748008728,
AraBERT_Large,ara_reranker,ARA-Reranker V1,93,حكم الحضانة للأطفال:,ب, ب: الحضانة واجبة بإجماع العلماء ,True,0.008588486560503192,1.0,4.090648174285889,
AraBERT_Large,ara_reranker,ARA-Reranker V1,94,حكم الدعاء على الظالم:,ب, الإجابة الصحيحة هي: أ: الدعاء على الظالم محرم بإجماع العلماء ,False,0.0050615410611162615,0.0,4.458330392837524,
AraBERT_Large,ara_reranker,ARA-Reranker V1,95,حكم مصافحة الرجل للمرأة الأجنبية:,ب, ب: المصافحة محرمة بإجماع العلماء ,True,0.008377152169377823,1.0,4.232694864273071,
AraBERT_Large,ara_reranker,ARA-Reranker V1,96,حكم صلاة الكسوف والخسوف:,ب, ب: صلاة الكسوف سنة مؤكدة بإجماع العلماء ,True,0.0071638813215387015,1.0,4.761815786361694,
AraBERT_Large,ara_reranker,ARA-Reranker V1,97,حكم بيع العربون:,ب, ب: بيع العربون جائز عند جمهور العلماء ,True,0.007469938459592591,1.0,4.427562475204468,
AraBERT_Large,ara_reranker,ARA-Reranker V1,98,حكم إعارة السلاح في الفتنة:,ب, ب: إعارة السلاح محرمة بإجماع العلماء ,True,0.007633935801913548,1.0,4.5896711349487305,
AraBERT_Large,ara_reranker,ARA-Reranker V1,99,حكم الوفاء بالكفارات:,ب, ب: الوفاء بالكفارات واجب بإجماع العلماء ,True,0.0071638813215387015,1.0,4.476710319519043,
AraBERT_Large,ara_reranker,ARA-Reranker V1,100,حكم الوفاء بالنذر المباح:,ب, ب: الوفاء بالنذر واجب بإجماع العلماء ,True,0.007633935801913548,1.0,4.236105918884277,
AraBERT_Large,ara_reranker,ARA-Reranker V1,101,خيار المجلس عند المالكية:,ب, الخيار الصحيح هو: أ ,False,0.0,0.0,4.162581205368042,
AraBERT_Large,ara_reranker,ARA-Reranker V1,102,بيع الغرر اليسير في المذهب المالكي:,ب, ب ,True,0.07249749990681824,1.0,3.510610818862915,
AraBERT_Large,ara_reranker,ARA-Reranker V1,103,من شروط صحة الحج:,د, د: جميع ما سبق ,False,0.01571523700545522,0.0,3.7597451210021973,
AraBERT_Large,ara_reranker,ARA-Reranker V1,104,يبدأ الإحرام للحج من:,أ, الإجابة الصحيحة هي: أ: المواقيت المكانية ,True,0.00702083472657119,1.0,3.5199756622314453,
AraBERT_Large,ara_reranker,ARA-Reranker V1,105,من محظورات الإحرام:,د, د: جميع ما سبق ,False,0.01571523700545522,0.0,3.5163283348083496,
AraBERT_Large,ara_reranker,ARA-Reranker V1,106,الطواف حول الكعبة يكون:,ب, الجواب الصحيح هو: ب: عكس اتجاه عقارب الساعة ,True,0.006626589205134352,1.0,4.2223429679870605,
AraBERT_Large,ara_reranker,ARA-Reranker V1,107,عدد أشواط السعي بين الصفا والمروة:,أ, الجواب: عدد أشواط السعي بين الصفا والمروة هو: أ: سبعة أشواط ,True,0.005131423326712104,1.0,5.4101879596710205,
AraBERT_Large,ara_reranker,ARA-Reranker V1,108,الوقوف بعرفة يكون في اليوم:,ب, ب: التاسع من ذي الحجة ,True,0.011603982212675388,1.0,3.9634363651275635,
AraBERT_Large,ara_reranker,ARA-Reranker V1,109,رمي الجمرات يبدأ في:,ب, ب: يوم النحر ,True,0.01758542189440898,1.0,3.736067533493042,
AraBERT_Large,ara_reranker,ARA-Reranker V1,110,طواف الإفاضة من:,ب, الجواب: ب: أركان الحج ,False,0.011603982212675388,0.0,3.221014976501465,
AraBERT_Large,ara_reranker,ARA-Reranker V1,111,من أركان العمرة:,د, د: جميع ما سبق ,False,0.01571523700545522,0.0,3.657809019088745,
AraBERT_Large,ara_reranker,ARA-Reranker V1,112,متى يجوز التمتع بالعمرة إلى الحج؟,أ, الجواب: أ: في أشهر الحج ,False,0.010825057921671676,0.0,3.789177179336548,
AraBERT_Large,ara_reranker,ARA-Reranker V1,113,من شروط طواف الإفاضة:,د, د: جميع ما سبق ,False,0.01571523700545522,0.0,3.636631727218628,
AraBERT_Large,ara_reranker,ARA-Reranker V1,114,المبيت بمزدلفة ليلة النحر:,ب, ب: واجب من واجبات الحج ,False,0.011199617145528714,0.0,4.21488618850708,
AraBERT_Large,ara_reranker,ARA-Reranker V1,115,أنواع النسك في الحج:,د, د: جميع ما سبق ,False,0.01571523700545522,0.0,3.284092426300049,
AraBERT_Large,ara_reranker,ARA-Reranker V1,116,الهدي واجب على:,أ, الإجابة الصحيحة هي: أ: المتمتع والقارن ,True,0.007313425995364251,1.0,4.017763614654541,
AraBERT_Large,ara_reranker,ARA-Reranker V1,117,من محظورات الإحرام للمرأة:,ج, ج: كلاهما ,True,0.021598265052211615,1.0,3.339606285095215,
AraBERT_Large,ara_reranker,ARA-Reranker V1,118,حكم التحلل من الإحرام قبل إتمام النسك:,ب, ب: جائز بشرط الاشتراط عند الإحرام ,True,0.008176856499690712,1.0,3.523688793182373,
AraBERT_Large,ara_reranker,ARA-Reranker V1,119,طواف الوداع:,ب, ب: واجب إلا على الحائض والنفساء ,True,0.008588486560503192,1.0,6.627998113632202,
AraBERT_Large,ara_reranker,ARA-Reranker V1,120,حكم تأخير طواف الإفاضة إلى ما بعد أيام التشريق:,أ, الجواب: أ: جائز ,True,0.014936192853457254,1.0,4.838444471359253,
AraBERT_Large,ara_reranker,ARA-Reranker V1,121,من أسباب وجوب دم الفدية:,ج, ج ,True,0.07249749990681824,1.0,4.15017294883728,
AraBERT_Large,ara_reranker,ARA-Reranker V1,122,العمرة في رمضان:,أ, الجواب الصحيح هو: أ: تعدل حجة ,True,0.009048295247234425,1.0,3.6975865364074707,
AraBERT_Large,ara_reranker,ARA-Reranker V1,123,وقت صلاة الظهر حسب المذهب المالكي يبدأ من:,أ, الجواب الصحيح هو: أ: زوال الشمس ,True,0.008588486560503192,1.0,4.103835821151733,
AraBERT_Large,ara_reranker,ARA-Reranker V1,124,وقت صلاة العصر حسب المذهب المالكي يبدأ من:,أ, الجواب الصحيح هو: أ: عندما يصير ظل كل شيء مثله ,True,0.006277466950757328,1.0,4.820013761520386,
AraBERT_Large,ara_reranker,ARA-Reranker V1,125,وقت صلاة المغرب حسب المذهب المالكي:,ج, ج ,True,0.07249749990681824,1.0,4.198542833328247,
AraBERT_Large,ara_reranker,ARA-Reranker V1,126,وقت صلاة العشاء حسب المذهب المالكي يبدأ من:,ب, ب: مغيب الشفق الأحمر ,True,0.012042033681462784,1.0,3.5424082279205322,
AraBERT_Large,ara_reranker,ARA-Reranker V1,127,من نواقض الوضوء في المذهب المالكي:,ب, ب ,True,0.07249749990681824,1.0,4.127890348434448,
AraBERT_Large,ara_reranker,ARA-Reranker V1,128,من شروط صحة صلاة الجمعة في المذهب المالكي:,د, د: جميع ما سبق ,False,0.01571523700545522,0.0,4.468872785568237,
AraBERT_Large,ara_reranker,ARA-Reranker V1,129,ينتقض الوضوء في المذهب المالكي بـ:,د, الجواب: د: أ و ج ,False,0.014238348381961592,0.0,4.032654047012329,
AraBERT_Large,ara_reranker,ARA-Reranker V1,130,الخطبة في صلاة الجمعة حسب المذهب المالكي:,أ, الجواب: أ: شرط من شروط صحتها ,True,0.0092991042878441,1.0,3.6620657444000244,
AraBERT_Large,ara_reranker,ARA-Reranker V1,131,النوم الثقيل المستغرق في المذهب المالكي:,أ, الجواب: ج: لا ينقض الوضوء مطلقاً ,False,0.0,0.0,3.665048837661743,
AraBERT_Large,ara_reranker,ARA-Reranker V1,132,وقت الضرورة لصلاة العصر حسب المذهب المالكي:,ب, الجواب: الخيار الصحيح هو (أ) من اصفرار الشمس إلى الغروب. ,True,0.005354194904142114,1.0,5.394080400466919,
AraBERT_Large,ara_reranker,ARA-Reranker V1,133,أركان الإسلام عددها:,أ, الإجابة الصحيحة هي: أ: خمسة ,True,0.009565665109256835,1.0,3.1344218254089355,
AraBERT_Large,ara_reranker,ARA-Reranker V1,134,أي من التالي ليس من أركان الإيمان:,ج, ج: الحج لمن استطاع إليه سبيلا ,True,0.009048295247234425,1.0,4.865816593170166,
AraBERT_Large,ara_reranker,ARA-Reranker V1,135,الإحسان في الإسلام يعني:,أ," الإحسان في الإسلام يعني:
أ: أن تعبد الله كأنك تراه، فإن لم تكن تراه فإنه يراك ",True,0.004123736633351873,1.0,5.903961420059204,
AraBERT_Large,ara_reranker,ARA-Reranker V1,136,الفرق الأساسي بين الزكاة والصدقة أن:,ب, ب: الزكاة فريضة والصدقة تطوعية ,True,0.008811835296733616,1.0,4.283633470535278,
AraBERT_Large,ara_reranker,ARA-Reranker V1,137,أجر صيام يوم عرفة للحاج:,ب, ب: لا يُسن للحاج صيام يوم عرفة ,False,0.008811835296733616,0.0,4.622895956039429,
AraBERT_Large,ara_reranker,ARA-Reranker V1,138,أجر صيام يوم عاشوراء:,ب, ب: يكفر السنة التي قبله فقط ,True,0.009565665109256835,1.0,3.327836036682129,
AraBERT_Large,ara_reranker,ARA-Reranker V1,139,ليلة القدر هي:,أ," السؤال: ليلة القدر هي:

الخيارات:
أ: ليلة من العشر الأواخر من رمضان
ب: الليلة الأولى من رمضان
ج: ليلة النصف من شعبان

الإجابة الصحيحة هي: أ ",True,0.0025150089306398035,1.0,6.68291974067688,
AraBERT_Large,ara_reranker,ARA-Reranker V1,140,القهقهة (الضحك بصوت) في الصلاة حسب المذهب المالكي:,أ, ب: القهقهة تبطل الصلاة وتنقض الوضوء ,False,0.0,0.0,6.574580430984497,
AraBERT_Large,dual_mini_cross,Dual: miniReranker → Cross-Encoder,1,حكم الطهارة لمن أراد أداء الصلاة:,أ, الجواب: أ: واجبة بإجماع المسلمين ,True,0.008377152169377823,1.0,7.38495945930481,
AraBERT_Large,dual_mini_cross,Dual: miniReranker → Cross-Encoder,2,ما هو حكم الوضوء بفضل وضوء مسلم آخر:,ب, ب: جائز بإجماع العلماء ,True,0.011199617145528714,1.0,3.581186532974243,
AraBERT_Large,dual_mini_cross,Dual: miniReranker → Cross-Encoder,3,حكم وضوء الرجل والمرأة معاً في إناء واحد:,ج, ج: جائز بإجماع العلماء ,True,0.011199617145528714,1.0,6.578152894973755,
AraBERT_Large,dual_mini_cross,Dual: miniReranker → Cross-Encoder,4,حكم ماء البحر للوضوء:,أ, الجواب: أ: طهور بإجماع العلماء ,True,0.008811835296733616,1.0,7.352895259857178,
AraBERT_Large,dual_mini_cross,Dual: miniReranker → Cross-Encoder,5,حكم الوضوء بالمائعات غير الماء:,ب, ب: لا يجوز بإجماع العلماء (عدا النبيذ محل خلاف) ,True,0.00616976802746866,1.0,8.719214677810669,
AraBERT_Large,dual_mini_cross,Dual: miniReranker → Cross-Encoder,6,حكم الاستنجاء بالماء:,ب, ب: جائز ومجمع عليه ,True,0.013038525962482981,1.0,15.327175855636597,
AraBERT_Large,dual_mini_cross,Dual: miniReranker → Cross-Encoder,7,حكم الاستجمار بالأحجار:,ب, ب: جائز ومجمع عليه ,True,0.013038525962482981,1.0,4.001436948776245,
AraBERT_Large,dual_mini_cross,Dual: miniReranker → Cross-Encoder,8,حكم الجمع بين الاستجمار والاستنجاء بالماء:,ب, ب: جائز ومجمع عليه ,True,0.013038525962482981,1.0,6.6644580364227295,
AraBERT_Large,dual_mini_cross,Dual: miniReranker → Cross-Encoder,9,حكم الاستجمار بغير الحجارة:,ب, ب: جائز بالطاهر المنقي ما لم يكن طعاماً ,True,0.0071638813215387015,1.0,4.746239900588989,
AraBERT_Large,dual_mini_cross,Dual: miniReranker → Cross-Encoder,10,حكم الاستجمار مع وجود الماء:,ب, الجواب: ج: مكروه مع وجود الماء ,False,0.008811835296733616,0.0,11.003644227981567,
AraBERT_Large,dual_mini_cross,Dual: miniReranker → Cross-Encoder,11,حكم الاستنجاء باليد اليمنى:,ب, ب: منهي عنه بإجماع العلماء ,True,0.009849574084214482,1.0,7.473483085632324,
AraBERT_Large,dual_mini_cross,Dual: miniReranker → Cross-Encoder,12,حكم السواك عند الصلاة:,ب, ب: مستحب ومشروع بإجماع العلماء ,True,0.008811835296733616,1.0,5.699118614196777,
AraBERT_Large,dual_mini_cross,Dual: miniReranker → Cross-Encoder,13,حكم الختان للرجال:,ب, ب: من سنن الإسلام ومشروع بإجماع العلماء ,True,0.0071638813215387015,1.0,3.2176454067230225,
AraBERT_Large,dual_mini_cross,Dual: miniReranker → Cross-Encoder,14,حكم التثليث في الوضوء:,ب, ب: غير واجب بإجماع العلماء ,True,0.009849574084214482,1.0,4.202588081359863,
AraBERT_Large,dual_mini_cross,Dual: miniReranker → Cross-Encoder,15,ما هو حكم استقبال القبلة في الصلاة:,ب, ب: واجب بإجماع العلماء ,True,0.011199617145528714,1.0,3.91507625579834,
AraBERT_Large,dual_mini_cross,Dual: miniReranker → Cross-Encoder,16,حكم الطهارة للصلاة:,ب, ب: واجبة بإجماع المسلمين ,True,0.010477009940175953,1.0,3.737527847290039,
AraBERT_Large,dual_mini_cross,Dual: miniReranker → Cross-Encoder,17,حكم قراءة الفاتحة في الصلاة:,ب, ب: واجبة بإجماع العلماء ,True,0.010825057921671676,1.0,5.734706401824951,
AraBERT_Large,dual_mini_cross,Dual: miniReranker → Cross-Encoder,18,حكم الزكاة في الإسلام:,ب, ب: واجبة بإجماع المسلمين ,True,0.010477009940175953,1.0,4.303746461868286,
AraBERT_Large,dual_mini_cross,Dual: miniReranker → Cross-Encoder,19,حكم التيمم عند عدم وجود الماء:,ب, ب: جائز بإجماع العلماء ,True,0.011199617145528714,1.0,10.662104845046997,
AraBERT_Large,dual_mini_cross,Dual: miniReranker → Cross-Encoder,20,حكم المسح على الخفين:,ب, ب: جائز بإجماع العلماء ,True,0.011199617145528714,1.0,3.8182334899902344,
