embedding_model,reranker_scenario,reranker_description,question_id,question,correct_answer,model_answer,is_correct,response_time,error_message
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,46,حكم إجارة الرجل لامرأة أجنبية للإرضاع:,ب,"I'll answer the questions based on Maliki fiqh, specifically according to Ibn Ashir's views.

1. What is meant by ""istita'a"" in Hajj, according to Ibn Ashir?

Answer: أ (The provision and transportation expenses that are necessary for going and returning, with a preference over what is necessary and a debt that needs to be paid off)

2. What are the excuses that make tihma (ritual purification) permissible, according to Ibn Ashir?

Answer: أ (Existence of an enemy, detention, lack of water, fear for one's wealth or family, or having a debt that may not be paid off)

3. What is the ruling on providing for one's wife?

Answer: أ (It is obligatory upon the husband by consensus among scholars)

4. Is it permissible to perform istijmar (ritual purification) with something other than stones?

Answer: ج (Yes, as long as it is clean and not food)

5. What is the ruling on bequeathing property to an heir?

Answer: أ (It is prohibited by consensus among scholars, except with the permission of the remaining heirs)

6. Is it permissible for a man to rent a foreign woman to breastfeed his child?

Answer: أ (It is prohibited by consensus among scholars)",False,20.13586187362671,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,47,حكم الجعالة (جعل أجرة على عمل مجهول):,ب,"I'm a Maliki expert! 😊

According to the context, I will answer the question based on Ibn Ashir's Maliki opinion.

The correct answer is:

أ: محرمة بإجماع العلماء (Forbidden by consensus of scholars)

This is because jualah (jailing someone for an unknown task) is considered haram (forbidden) in Islamic law.",False,9.879655599594116,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,48,حكم السبق (الجائزة) في المسابقات:,ب,"I'll answer the question based on my knowledge of Maliki fiqh.

The correct answer is:

ب: جائز في الخيل والإبل والسهام بإجماع العلماء

According to Ibn Ashur, the Maliki scholar, the rule of ""سبق"" (jai'iza) in competitions is permissible only in cases involving horses, camels, and arrows, as stated by the consensus of scholars.",True,9.896787166595459,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,49,حكم الرهن:,ب,"I'm a Maliki expert! 😊

According to the given context, the correct answer is:

ب: جائز بإجماع العلماء

The reason is that in the Maliki school of thought, the sale of barley for wheat at equal value (متماثلاً يداً بيد) is considered permissible.",True,8.007036209106445,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,50,حكم الكفالة والضمان:,ب,"I'm a Maliki expert! 😊

Based on the given context, I would answer:

السؤال: حكم الكفالة والضمان:

الخيار الصحيح: ب: الكفالة والضمان جائزان بإجماع العلماء

According to Maliki fiqh, both kafaalah (guarantee) and daman (security) are permissible by consensus of the scholars.",True,9.948424577713013,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,51,حكم الحوالة:,ب,"I'm a Maliki expert!

According to the Maliki school of thought, the correct answer is:

ب: الحوالة جائزة بإجماع العلماء

In other words, according to the Maliki interpretation, hawala (a form of trust or delegation) is permissible.",True,8.648475646972656,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,52,حكم الأيمان:,ب,"I'm a Maliki expert!

According to the given context, I would answer:

الخيار الصحيح: ب: الأيمان جائزة بالله وصفاته

The reason is that in Maliki school of thought, oaths (أيمان) are considered permissible as long as they are made with the intention of seeking Allah's pleasure and are not used to deceive or harm others.",True,9.818209409713745,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,53,حكم الصيد بالكلب المعلم:,ب,"I'll answer the questions based on Maliki fiqh, specifically according to Ibn Ashir's views.

1. What is meant by ""istita'a"" in Hajj, according to Ibn Ashir?

Answer: أ (The provision and transportation expenses that are sufficient for going and returning, with a preference over what is necessary and a debt that must be paid)

2. Is it permissible to sell barley for wheat on equal terms hand-to-hand in the Maliki school?

Answer: ج (Permissible)

3. What is the ruling on providing for one's wife?

Answer: أ (It is obligatory on the husband, according to the consensus of scholars)

4. Is divorce by mutual consent between spouses permissible?

Answer: لا (Not applicable, as this question is not related to the Maliki school's views on divorce)

5. What is the ruling on marrying a woman who has been breastfed by another woman, making her like one's own sister?

Answer: أ (It is prohibited according to the consensus of scholars)

6. Is hunting with a trained dog permissible?

Answer: ب (Permissible)",True,19.463921785354614,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,54,حكم الذبائح:,ب,"I'll provide a brief answer and identify the correct option (A, B, or C) based on Maliki fiqh.

Question: What is the ruling on slaughtering animals?

Answer: The correct option is:

ب: الذبائح حلال بإجماع المسلمين ما لم تذبح لغير الله

In Maliki school of thought, slaughtering animals (dhbā'ih) is permissible as long as it's done for the sake of Allah and not for other purposes.",True,12.258745670318604,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,55,حكم الصيد بالجوارح (غير الكلب):,ب,"I'll answer the questions based on Maliki fiqh, specifically according to Ibn Ashir's views.

1. What is meant by ""istita'a"" in Hajj, according to Ibn Ashir?
Answer: أ (The zada and rahila, along with what suffices for going and returning, with a preference over necessary expenses and debt)

2. What is the ruling on Zakat of mixed livestock, according to Ibn Ashir?
Answer: أ (They are considered as one individual in Zakat if the conditions of khilta are met)

3. Is buying barley with wheat equal in weight, hand in hand, permissible in Maliki school?
Answer: ج (Permissible)

4. What are the excuses that make Tamyiz permissible, according to Ibn Ashir?
Answer: أ (Existence of an enemy, detention, absence of water, fear for one's wealth or family, or having a debt that may be lost)

5. What is the condition for the ""hawl"" in Zakat of money, according to Ibn Abi Zayd al-Qayrawani?
Answer: أ (Wajib for cash and livestock, but not for crops)

6. What is the ruling on hunting with game animals (except dogs)?
Options:
أ: Prohibited by consensus among scholars
ب: Permissible by consensus among scholars
ج: Disliked by the majority

Answer: أ (Prohibited by consensus among scholars)",False,25.695659160614014,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,56,حكم الأضحية:,ب,"I'm happy to help!

According to Ibn Ashur's Maliki school, the correct answer is:

ج: الأضحية فرض كفاية

This means that the sacrifice (أضحية) is considered a sufficient obligation (فرض كفاية), rather than an absolute necessity (فرض عين).",False,9.829371213912964,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,57,حكم العقيقة عن المولود:,ب,"I'll answer the questions based on Maliki fiqh, specifically citing Ibn Ashur's views.

1. What is meant by ""istita'a"" in Hajj, according to Ibn Ashur?

Answer: The correct answer is (أ): الزاد والراحلة وما يكفيه ذهاباً وإياباً، مع وجود الفضل عن نفقته الضرورية وعن دين مستغرق لذمته (provisions, travel expenses, and what suffices for going and returning, with the preference given to what is necessary for sustenance and debt).

2. Is it permissible to sell barley for wheat in equal measure, hand in hand, according to Maliki fiqh?

Answer: The correct answer is (ج): جائز (permissible).

3. What is the ruling on providing for one's wife?

Answer: The correct answer is (أ): واجبة على الزوج بإجماع العلماء (it is obligatory for the husband to provide for his wife, according to the consensus of scholars).

4. Is it permissible to divorce one's wife due to adultery?

Answer: The correct answer is (ب): مشروع بإجماع العلماء عند التهمة بالزنا (permissible by consensus when there is adultery involved).

5. What is required of someone who finds a lost object, according to Ibn Abi Zayd al-Qayrawani?

Answer: The correct answer is (أ): يجب على واجد اللقطة تعريفها سنة ثم التصدق أو الانتفاع مع الضمان (the finder must identify the owner and either return it or benefit from it with guarantees).

6. What is the ruling on performing 'aqiqah for a newborn child?

Answer: The correct answer is (ب): العقيقة سنة مؤكدة بإجماع العلماء (performing 'aqiqah is a confirmed sunnah by consensus).",True,28.843002557754517,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,58,حكم الجهاد في سبيل الله:,ب,"I'm a Maliki expert!

According to the context, I will provide a brief answer with the correct choice (A, B, or C).

The question is: What is the ruling on jihad in the path of Allah?

Answer: According to Ibn Ashir's Maliki view, the ruling on jihad in the path of Allah is:

ج (jihad is a confirmed sunnah)

So, the correct answer is ج.",False,10.455012559890747,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,59,حكم قتال المرتد:,ب,"I'm a Maliki expert!

According to the given context, I would answer:

الخيار الصحيح: ب: قتال المرتد واجب بإجماع العلماء

In other words, according to the Maliki school of thought, it is obligatory (واجب) to fight against apostates (مرتد).",True,8.592658996582031,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,60,حكم قتال البغاة:,ب,"I'm a Maliki expert! Based on the given context, I would answer:

The correct answer is: ب (قتل البغاة واجب بإجماع العلماء)

In the Maliki school of thought, it is considered permissible to fight against bandits or highway robbers.",True,7.891003608703613,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,61,حكم قتال أهل الذمة:,ب,"I'm a Maliki expert! Based on the given context, I'll provide a brief answer with the correct choice (A, B, or C).

The question is: What is the ruling regarding fighting the People of the Book (Ahl al-Dhimmah)?

Answer: قتال أهل الذمة مكروه عند الجمهور (Fighting the People of the Book is disliked by the majority)

So, the correct answer is: ج (C)",False,13.834307193756104,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,62,حكم الجزية:,ب,"I'm a Maliki expert!

According to the Maliki school of thought, the correct answer is:

ب: الجزية واجبة على أهل الكتاب بإجماع العلماء

In other words, according to the Maliki interpretation, the jizya (a tax paid by non-Muslims living under Muslim rule) is obligatory on People of the Book (Jews and Christians).",True,9.192493200302124,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,63,حكم الرق (العبودية):,ب,"I'm a Maliki expert! Based on the given context, I'll provide a brief answer with the correct choice (A, B, or C).

The question is: حكم الرق (العبودية):

Answer: ب (B)

Reasoning: According to Maliki school of thought, slavery (رق) is considered permissible in certain circumstances and under specific conditions. This is supported by Ibn Ashir's opinion, a prominent Maliki scholar.

So, the correct answer is option B: الرق مشروع في بعض الحالات وبشروط بإجماع العلماء (Slavery is permissible in some cases and under specific conditions with the consensus of scholars).",True,15.254251956939697,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,64,حكم العتق:,ب,"I'm a Maliki expert! Based on the given context, I'll provide a brief answer with the correct choice (A, B, or C).

The question is: What is the ruling of ""عتق"" (manumission)?

Answer: According to the Maliki school, the correct answer is:

ج: العتق مكروه عند الجمهور

(Manumission is disliked by the majority.)",False,10.110254049301147,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,65,حكم الولاء:,ب,"I'm a Maliki expert! Based on the given context, I'll provide a brief answer with the correct choice (A, B, or C).

The question is: What is the ruling of loyalty (ولاء)?

Answer: The correct answer is ب (ب): الولاء للمسلم على المسلم واجب بإجماع العلماء (Loyalty to a Muslim by another Muslim is obligatory according to the consensus of scholars).",True,8.01830506324768,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,66,حكم شهادة الزور:,ب,"I'll answer the question based on Maliki fiqh.

The correct answer is:

ب: شهادة الزور محرمة بإجماع العلماء

According to Maliki school, swearing falsely (شهادة الزور) is prohibited by consensus of scholars.",True,7.471565246582031,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,67,حكم القضاء في الإسلام:,ب,"I'll provide brief answers with the correct choice (A, B, or C) based on Maliki fiqh.

1. What is meant by ""istita'a"" in Hajj, according to Ibn Ashir Maliki?

Answer: The intended meaning of ""istita'a"" in Hajj, according to Ibn Ashir Maliki, is: provision and transportation, with a preference for not burdening oneself unnecessarily or incurring debt.

Correct choice: أ (A)

2. Is selling barley for wheat equally, hand in hand, permissible in the Maliki school?

Answer: Yes, it is permissible.

Correct choice: ج (C)

3. If a grandfather joins his brothers-in-law in the Maliki school:

Answer: The brothers will either share as siblings or take one-third each, whichever is more beneficial to them.

Correct choice: ب (B)

4. Is ""salam"" (a sale with deferred payment) permissible in the Maliki school?

Answer: Yes, it is permissible for all transactions that can be described and verified.

Correct choice: ج (C)

5. What is the ruling on retaliation (qisas) in intentional murder?

Answer: Retaliation is obligatory by consensus among scholars.

Correct choice: أ (A)

6. Is qada' (judgment) permissible in Islam?

Answer: Judgment is obligatory with sufficiency, by consensus among scholars.

Correct choice: ب (B)",True,23.352928400039673,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,68,حكم المظالم:,ب,"I'm a Maliki expert!

According to the context, I would answer:

الخيار الصحيح: ب: المظالم محرمة بإجماع العلماء

The correct answer is B: The Muzayama (unjustified delay) is prohibited by consensus of scholars.",True,7.104713201522827,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,69,حكم أخذ مال المسلم بغير حق:,ب,"I'm a Maliki expert! Based on the given context, I'll provide a brief answer with the correct choice (A, B, or C).

The question is: حكم أخذ مال المسلم بغير حق:

Answer: أ: أخذ مال المسلم جائز بإجماع العلماء

According to Maliki fiqh, it is permissible to take someone else's money without their consent if there is a valid reason and the person has no objection.",False,11.499417066574097,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,70,حكم المهر في النكاح:,ب,"I'm happy to help!

According to Ibn Ashur's Maliki school, the correct answer is:

ب: المهر واجب بإجماع العلماء

In other words, according to Ibn Ashur, the mahr (bridal gift) in marriage is obligatory.",True,8.574811220169067,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,71,حكم الصداق (الهبة من الرجل لزوجته):,ب,"I'm happy to help!

According to the Maliki school of thought, the correct answer is:

ب: الصداق جائز ومستحب بإجماع العلماء

In other words, the gift (sadāq) given by a man to his wife is considered permissible and recommended by consensus among scholars.",True,9.735211372375488,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,72,حكم الإعسار في الدين:,ب,"I'll provide brief answers with the correct choice (A, B, or C) based on Maliki fiqh.

1. What is meant by ""istita'a"" in Hajj, according to Ibn Ashir Maliki?

Answer: The correct answer is: الزاد والراحلة وما يكفيه ذهاباً وإياباً، مع وجود الفضل عن نفقته الضرورية وعن دين مستغرق لذمته (The provision and transportation needed for Hajj, with the exception of what is necessary for sustenance and debt).

2. Is it permissible to sell barley for wheat on an equal basis in Maliki school?

Answer: The correct answer is: جائز (Permissible).

3. What are the excuses that make tihma (ritual purification) permissible, according to Ibn Ashir Maliki?

Answer: The correct answer is: وجود عدو، حبس، ذهب الماء، خشى على ماله أو رفقته، أو كان عليه دين يخشى فواته (The presence of an enemy, imprisonment, the absence of water, fear for one's life or property, or debt that may be lost).

4. What is the condition for the ""hawl"" (turning) in zakat al-mal according to Ibn Abi Zayd al-Qayrawani?

Answer: The correct answer is: واجب في النقدين والأنعام دون الزروع (Compulsory for cash and livestock, but not for crops).

5. Is it permissible to divorce between spouses?

Answer: The correct answer is: مشروع بإجماع العلماء عند التهمة بالزنا (Permissible by consensus of scholars in the case of adultery).

6. What is the ruling on ""i'asar"" (insolvency) in debt?

Answer: The correct answer is: يحبس المعسر (The insolvent person is imprisoned).",True,29.864437341690063,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,73,حكم الإفلاس:,ب,"I'm a Maliki expert!

According to the Maliki school of thought, the correct answer is:

ب: يعلن إفلاسه بإجماع العلماء

In other words, according to the Maliki scholars, including Ibn Ashur, bankruptcy (إفلاس) should be publicly declared.",True,8.102051019668579,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,74,حكم التفليس:,ب,"I'm a Maliki expert!

According to the Maliki school of thought, the correct answer is:

أ: التفليس محرم بإجماع العلماء

In other words, according to the Maliki interpretation, the practice of ""tfilis"" (which I assume refers to the act of making a woman's hair grow by applying certain substances or performing specific rituals) is strictly prohibited.",False,6.719883680343628,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,75,حكم الكفالة:,ب,"I'm a Maliki expert!

According to the Maliki school of thought, the correct answer is:

ب: الكفالة جائزة بإجماع العلماء

In other words, kufa (sponsorship or guardianship) is permissible according to the Maliki school.",True,7.816657304763794,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,76,حكم الضمان:,ب,"I'm a Maliki expert! Based on the given context, I'll provide a brief answer with the correct choice (A, B, or C).

The question is: What is the ruling of guarantee (ضمان)?

Answer: The correct answer is أ (A): الضمان محرم بإجماع العلماء (Guarantee is prohibited by consensus among scholars).",False,7.953264236450195,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,77,حكم الإيلاء (اليمين على عدم قربان الزوجة):,ب,"I'll answer the question based on Maliki fiqh, specifically according to Ibn Ashir's views.

The correct answer is:

أ: الإيلاء محرم بإجماع العلماء

According to Ibn Ashir, taking an oath (الإيلاء) to prevent a wife from approaching her husband is prohibited by consensus among scholars.",False,10.860603094100952,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,78,حكم الظهار:,ب,"I'm a Maliki expert!

According to the context, the correct answer is:

ب: الظهار محرم بإجماع العلماء

The verdict of the Maliki school is that zihar (a form of divorce) is prohibited by consensus among scholars.",True,8.749207496643066,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,79,حكم اللعان:,ب,"I'm a Maliki expert!

According to the given context, the correct answer is:

ب: اللعان مشروع عند التهمة بالزنا

This means that according to the Maliki school of thought, divorce (اللاقن) is permissible when there is adultery (تهمته بالزنا).",True,7.232619285583496,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,80,حكم الخلع:,ب,"I'll provide brief answers based on the Maliki school of thought, with the correct option (A, B, or C).

1. Buying barley for wheat at equal prices:
Answer: ج (J) - Permissible

2. Obligation to maintain one's wife:
Answer: أ (A) - Mandatory by consensus among scholars

3. Prohibited breastfeeding for marriage:
Answer: أ (A) - Forbidden by consensus among scholars

4. Bequeathing an inheritance:
Answer: أ (A) - Forbidden by consensus among scholars, except with the permission of other heirs

5. Divorce between spouses:
Answer: ب (B) - Permissible by consensus among scholars in cases of adultery

6. Divorce:
Answer: أ (A) - Forbidden by consensus among scholars",False,14.33486533164978,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,81,حكم الطلاق:,ب,"I'm a Maliki expert! Based on the given context, I'll provide a brief answer with the correct choice (A, B, or C).

The question is: حكم الطلاق:

Answer: ب: الطلاق جائز بأسبابه وبشروطه بإجماع العلماء

In other words, according to Maliki fiqh, divorce (طلاق) is permissible under certain conditions and circumstances, as agreed upon by the scholars.",True,10.970276117324829,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,82,حكم الرجعة بعد الطلاق:,ب,"I'm a Maliki expert! Based on the given context, I'll provide a brief answer with the correct choice (A, B, or C).

The question is: What is the ruling regarding ""rajaa"" (reconciliation) after divorce?

According to Ibn Ashur's Maliki opinion, the correct answer is:

ب: الرجعة جائزة في الطلاق الرجعي بإجماع العلماء

(Rajaa is permissible in cases of revocable divorce with the consensus of scholars.)",True,12.191004037857056,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,83,حكم العدة بعد الطلاق:,ب,"I'll answer the question based on Maliki fiqh, specifically according to Ibn Ashir's views.

The correct answer is:

ب: العدة واجبة بإجماع العلماء

This is because, in Maliki school of thought, the waiting period (idda) after divorce is considered obligatory by consensus of scholars.",True,7.296347618103027,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,84,حكم النفقة بعد الطلاق:,ب,"I'm a Maliki expert! Based on the given context, I'll provide a brief answer with the correct choice (A, B, or C).

The question is: What is the ruling regarding maintenance after divorce?

According to Ibn Ashur's Maliki opinion, the correct answer is:

ب: النفقة واجبة في العدة بإجماع العلماء

(In other words, maintenance is obligatory during the waiting period after divorce, as agreed upon by scholars.)",True,9.460441589355469,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,85,حكم الحضانة بعد الطلاق:,ب,"I'm a Maliki expert! Based on the given context, I'll provide a brief answer with the correct choice (A, B, or C).

The question is: What is the ruling regarding childcare after divorce?

Answer: The correct answer is ب (B): الحضانة واجبة بإجماع العلماء (Childcare is obligatory by consensus of scholars).",True,5.5533788204193115,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,86,حكم الوصية للوارث:,ب,"I'm a Maliki expert! 😊

According to Ibn Ashur, the correct answer is:

ب: الوصية للوارث محرمة بإجماع العلماء إلا بإذن باقي الورثة

This means that the will of an heir is prohibited by consensus among scholars, except with the permission of other heirs.",True,7.8830108642578125,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,87,حكم وجوب صلاة الوتر:,ب,"I'll provide brief answers with the correct choice (A, B, or C) based on Maliki fiqh.

1. What is meant by ""istita'a"" in Hajj, according to Ibn Ashir Maliki?

Answer: The intended meaning of ""istita'a"" in Hajj, according to Ibn Ashir Maliki, is: provision and transportation, as well as what suffices for going and returning, with the exception of what is necessary for one's subsistence and debt.

Correct choice: أ (A)

2. When does the Asr prayer start according to the Maliki school?

Answer: According to the Maliki school, the Asr prayer starts when the shadow of everything becomes equal.

Correct choice: ب (B)

3. Is buying barley for wheat in equal measure hand-to-hand permissible in the Maliki school?

Answer: Yes, it is permissible in the Maliki school.

Correct choice: ج (C)

4. What is the number of rak'ahs in the obligatory prayers?

Answer: The number of rak'ahs in the obligatory prayers is: Fajr - 2, Maghrib - 3, and the rest - 4, as agreed upon by scholars.

Correct choice: أ (A)

5. Is it permissible to perform istijmār (ritual purification) with something other than stones?

Answer: Yes, it is permissible to perform istijmār with clean, washed earth or any other substance that is not food.

Correct choice: ج (C)

6. Is the Witr prayer obligatory?

Answer: According to the Maliki school, the Witr prayer is a recommended prayer, not an obligatory one.

Correct choice: ب (B)",True,26.388195037841797,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,88,حكم ذبح غير المسلم للحيوان المأكول:,ب,"The correct answer is:

ب: ذبيحته حرام إلا ذبيحة أهل الكتاب بالشروط المعتبرة عند جمهور العلماء

According to the Maliki school of thought, as represented by Ibn Ashur, the slaughter of a non-Muslim for an edible animal is considered Haram (forbidden) except in the case of Ahl al-Kitab (People of the Book), such as Jews and Christians, under certain conditions accepted by the majority of scholars.",True,12.149058818817139,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,89,حكم من سب الله أو رسوله:,ب,"I'm a Maliki expert!

According to Ibn Ashir's Maliki opinion, the correct answer is:

ب: هو كافر مرتد بإجماع العلماء

(Islamic scholars are unanimous that he is an apostate and a disbeliever)",True,9.941429138183594,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,90,حكم اللعان بين الزوجين:,ب,"I'm a Maliki expert!

According to the given context, the correct answer is:

ب: اللعان مشروع بإجماع العلماء عند التهمة بالزنا

This means that according to the consensus of scholars (ijma'), it is permissible for a husband to divorce his wife (lana) when she commits adultery.",True,8.790605068206787,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,91,حكم المباهلة في الدين:,ب,"I'm a Maliki expert! Based on the given context, I'll provide a brief answer with the correct choice (A, B, or C).

The questions are:

1. What is meant by ""istita'a"" in Hajj, according to Ibn Ashir al-Maliki?
Answer: The intended meaning of ""istita'a"" in Hajj, according to Ibn Ashir al-Maliki, is the provision and transportation expenses, with a preference for not burdening oneself unnecessarily or accumulating debt.

2. Ruling on divorce between spouses:
Answer: Divorce between spouses is permissible by consensus among scholars when there is adultery (zina).

3. Ruling on selling barley for wheat at equal prices hand in hand in Maliki school:
Answer: Selling barley for wheat at equal prices hand in hand is permissible in the Maliki school.

4. What is the ruling on maintenance for a wife?
Answer: Maintenance for a wife is obligatory upon her husband by consensus among scholars.

5. Ruling on begging in debt:
Question: What is the correct answer?

Choices:

A: Begging in debt is prohibited by consensus among scholars.
B: Begging in debt is permissible by consensus among scholars when needed.
C: Begging in debt is disliked by the public.

Correct answer: B) Begging in debt is permissible by consensus among scholars when needed.",False,21.251227617263794,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,92,حكم الرضاع المحرم للنكاح:,ب,"I'm happy to help!

According to Ibn Ashir's Maliki school, the correct answer is:

ب: الرضاع يحرم النكاح بإجماع العلماء

This means that according to Ibn Ashir, breastfeeding (رضاع) that makes marriage (نكاح) impermissible is unanimously agreed upon by scholars.",True,9.005247831344604,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,93,حكم الحضانة للأطفال:,ب,"I'm a Maliki expert!

According to the context, the correct answer is:

ب: الحضانة واجبة بإجماع العلماء

This means that according to Maliki jurisprudence, the custody of children (الحضانة) is obligatory (واجبة) by consensus among scholars.",True,7.36938214302063,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,94,حكم الدعاء على الظالم:,ب,"I'm a Maliki expert! 😊

According to the given context, I would answer:

الجواب: ب (الدعاء على الظلم جائز بإجماع العلماء)

The correct answer is option B: The du'a (supplication) on the oppressor is permissible according to the consensus of scholars.",True,8.541731595993042,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,95,حكم مصافحة الرجل للمرأة الأجنبية:,ب,"I'm a Maliki expert!

According to the given context, the correct answer is:

ب: المصافحة محرمة بإجماع العلماء

The reason is that in Maliki school of thought, it is considered Haram (forbidden) for a man to touch a woman who is not his mahram (close relative or spouse).",True,7.834537506103516,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,96,حكم صلاة الكسوف والخسوف:,ب,"I'm a Maliki expert!

According to the given context, the correct answer is:

ب: صلاة الكسوف سنة مؤكدة بإجماع العلماء

This means that according to the Maliki school of thought, the solar eclipse prayer (Salat al-Kusuf) is a confirmed Sunnah (recommended practice) based on the consensus of scholars.",True,9.437119007110596,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,97,حكم بيع العربون:,ب,"I'll provide a brief answer with the correct choice (A, B, or C) based on Maliki fiqh.

1. What is the ruling on buying barley for wheat in equal measure hand in hand in the Maliki school?

Answer: جائز (Jaze') - It is permissible.

2. What does Ibn Ashur, a Maliki scholar, mean by ""istita'a"" (能力) in the context of Hajj?

Answer: الزاد والراحلة وما يكفيه ذهاباً وإياباً، مع وجود الفضل عن نفقته الضرورية وعن دين مستغرق لذمته - It refers to provision, transportation, and what suffices for going and returning, with the preference being given over necessary expenses and debts.

3. What is the ruling on providing for one's wife?

Answer: واجبة على الزوج بإجماع العلماء - It is obligatory on the husband by consensus of scholars.

4. Is it permissible to perform istijmar (a type of purification) using non-stone materials?

Answer: جائز بالطاهر المنقي ما لم يكن طعاماً - It is permissible with clean, pure water as long as it's not food.

5. What is the ruling on making a will for an heir?

Answer: محرمة بإجماع العلماء إلا بإذن باقي الورثة - It is prohibited by consensus of scholars except with the permission of other heirs.

6. What is the ruling on buying a camel (arabon)?

Answer: أ - بيع العربون محرم بإجماع العلماء - Buying a camel is prohibited by consensus of scholars.",False,26.74763584136963,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,98,حكم إعارة السلاح في الفتنة:,ب,"I'm a Maliki expert! Based on the given context, I'll provide a brief answer with the correct choice (A, B, or C).

The question is: What is the ruling regarding providing for one's wife?

Answer: Providing for one's wife is obligatory (واجبة) upon the husband, according to the consensus of scholars.

Now, let's move on to the next questions:

1. What does Ibn Ashur, a Maliki scholar, mean by ""istita'a"" in the context of Hajj?

Answer: According to Ibn Ashur, istita'a refers to the provision and transportation costs necessary for traveling to and from Mecca, taking into account any excess beyond what is necessary.

2. Is it permissible to sell barley for wheat on an equal basis (متماثلاً يداً بيد) in the Maliki school?

Answer: Yes, it is permissible (جائز).

3. What is the ruling regarding digging with a non-stone tool (استجمار بغير الحجارة)?

Answer: It is permissible (جائز) as long as the tool is clean and free of impurities, unless it's used for food.

4. Is it permissible to make a will in favor of an heir?

Answer: No, it is prohibited (محرمة) according to the consensus of scholars, except with the permission of the other heirs.

5. What is the ruling regarding lending arms during a time of conflict (إعارة السلاح في الفتنة)?

Choose from the options:

A: Lending arms is permissible according to the consensus of scholars.
B: Lending arms is prohibited according to the consensus of scholars.
C: Lending arms is disliked by the public.

Answer: B: Lending arms is prohibited according to the consensus of scholars.",True,28.342560529708862,
AraBERT_Large,cross_encoder,Cross-Encoder MS-MARCO,99,حكم الوفاء بالكفارات:,ب,"I'll answer the question based on my expertise in Maliki fiqh.

The correct answer is:

ب: الوفاء بالكفارات واجب بإجماع العلماء

This is because, according to Maliki school of thought, it is obligatory (wajib) to fulfill one's kaffarah (atonement) for breaking a vow or committing a sin.",True,11.054265260696411,
